Unnamed: 0,issue_d,loan duration,annual_inc,avg_cur_bal,bc_open_to_buy,bc_util,delinq_2yrs,dti,emp_length,emp_title,fico_range_high,funded_amnt,grade,home_ownership,inq_last_6mths,int_rate,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,num_actv_bc_tl,num_bc_tl,num_il_tl,num_rev_accts,open_acc,pub_rec,pub_rec_bankruptcies,purpose,revol_bal,revol_util,sub_grade,target,tax_liens,zip_code,Pct_afro_american,Predictions,Predicted probabilities
19,2013.0,0.0,65000.0,51899.0,508.0,90.8,1.0,5.71,10+ years,other,689.0,8325.0,C,MORTGAGE,0.0,15.61,139.0,8.0,8.0,4.0,8.0,2.0,7.0,4.0,9.0,5.0,0.0,0.0,debt_consolidation,6363.0,90.9,C4,0.0,0.0,917.0,4.0268227925658655,0.0,0.0
20,2013.0,0.0,110000.0,33155.0,7435.0,66.4,0.0,13.68,9 years,other,754.0,21000.0,A,MORTGAGE,0.0,7.62,202.0,14.0,14.0,10.0,14.0,4.0,12.0,6.0,20.0,13.0,0.0,0.0,debt_consolidation,16124.0,58.2,A3,0.0,0.0,461.0,3.142043543419266,0.0,0.0
21,2013.0,0.0,110000.0,22524.0,1513.0,87.6,0.0,11.24,10+ years,other,674.0,3000.0,D,MORTGAGE,2.0,19.97,188.0,2.0,2.0,4.0,6.0,5.0,5.0,9.0,9.0,10.0,0.0,0.0,other,12349.0,80.2,D5,0.0,0.0,750.0,11.488899889419644,0.0,0.0
22,2013.0,1.0,80000.0,4319.0,9647.0,53.6,1.0,10.68,2 years,sales manager,664.0,12000.0,C,RENT,0.0,16.24,127.0,15.0,14.0,0.0,15.0,4.0,8.0,2.0,11.0,7.0,0.0,0.0,debt_consolidation,11153.0,51.6,C5,0.0,0.0,852.0,4.242948125748929,1.0,1.0
23,2013.0,1.0,60000.0,3890.0,5317.0,62.8,0.0,13.56,2 years,associate,674.0,10000.0,C,RENT,0.0,14.98,92.0,6.0,6.0,0.0,6.0,3.0,6.0,12.0,8.0,17.0,0.0,0.0,major_purchase,8983.0,59.9,C3,0.0,0.0,79.0,3.079540982088424,0.0,0.0
24,2013.0,0.0,80000.0,1685.0,3083.0,58.9,1.0,16.7,10+ years,other,669.0,20000.0,C,MORTGAGE,1.0,13.98,144.0,4.0,4.0,1.0,31.0,1.0,6.0,5.0,20.0,10.0,1.0,1.0,debt_consolidation,12948.0,45.0,C1,0.0,0.0,928.0,2.964510103059069,0.0,0.0
25,2013.0,0.0,295000.0,46226.0,179.0,96.7,1.0,5.04,8 years,other,664.0,7500.0,A,MORTGAGE,1.0,7.62,358.0,0.0,0.0,7.0,7.0,2.0,19.0,13.0,30.0,11.0,0.0,0.0,credit_card,9105.0,76.5,A3,0.0,0.0,64.0,4.081829437691626,0.0,0.0
26,2013.0,1.0,80000.0,43489.0,20580.0,1.5,0.0,2.69,1 year,teacher,804.0,20000.0,B,MORTGAGE,1.0,11.99,172.0,40.0,4.0,6.0,40.0,1.0,9.0,12.0,12.0,8.0,0.0,0.0,debt_consolidation,320.0,1.2,B3,0.0,0.0,294.0,26.37126087561814,0.0,0.0
27,2013.0,1.0,72524.0,4728.0,18096.0,64.2,0.0,16.96,10+ years,other,709.0,30000.0,C,OWN,0.0,14.47,347.0,16.0,16.0,0.0,16.0,5.0,11.0,4.0,13.0,8.0,0.0,0.0,credit_card,37820.0,59.7,C2,0.0,0.0,420.0,5.645561622816914,0.0,0.0
28,2013.0,0.0,67000.0,36036.0,142.0,98.3,0.0,17.61,10+ years,other,694.0,6000.0,B,MORTGAGE,2.0,10.99,180.0,13.0,6.0,2.0,13.0,2.0,5.0,22.0,8.0,7.0,1.0,1.0,credit_card,9125.0,83.7,B2,0.0,0.0,775.0,12.12035358114234,0.0,0.0
29,2013.0,0.0,98000.0,18289.0,4684.0,77.6,0.0,18.21,10+ years,business analyst,714.0,16000.0,A,MORTGAGE,0.0,7.9,204.0,5.0,5.0,3.0,8.0,5.0,18.0,11.0,29.0,16.0,0.0,0.0,debt_consolidation,27595.0,63.6,A4,0.0,0.0,328.0,22.999196077324516,0.0,0.0
30,2013.0,0.0,175000.0,10080.0,27360.0,23.1,0.0,8.07,< 1 year,manager,729.0,14825.0,D,RENT,0.0,18.25,180.0,0.0,0.0,3.0,136.0,1.0,3.0,9.0,7.0,7.0,1.0,0.0,small_business,10249.0,22.0,D3,1.0,1.0,303.0,44.026934858116654,0.0,0.0
31,2013.0,0.0,38000.0,767.0,11827.0,19.0,0.0,15.51,5 years,customer service,679.0,11200.0,B,OWN,0.0,13.53,275.0,0.0,0.0,0.0,33.0,3.0,5.0,3.0,17.0,12.0,1.0,1.0,house,9203.0,30.7,B5,0.0,0.0,346.0,4.414412790915279,0.0,0.0
32,2013.0,1.0,94298.0,3853.0,11330.0,55.7,0.0,15.55,10+ years,other,669.0,10500.0,D,RENT,1.0,17.57,316.0,10.0,10.0,0.0,21.0,7.0,14.0,6.0,27.0,19.0,3.0,0.0,credit_card,18004.0,51.4,D2,0.0,3.0,165.0,9.576766052891813,1.0,1.0
33,2013.0,0.0,41600.0,3674.0,17698.0,1.7,0.0,28.25,10+ years,administrative assistant,779.0,14575.0,B,OWN,0.0,13.53,232.0,9.0,9.0,0.0,9.0,1.0,14.0,5.0,28.0,13.0,0.0,0.0,debt_consolidation,7868.0,19.6,B5,0.0,0.0,631.0,33.119848383912334,0.0,0.0
34,2013.0,0.0,250000.0,8514.0,640.0,97.3,0.0,5.98,8 years,other,674.0,25000.0,E,RENT,3.0,20.5,294.0,69.0,69.0,1.0,102.0,3.0,5.0,7.0,9.0,6.0,0.0,0.0,other,23060.0,93.4,E1,0.0,0.0,151.0,12.524563206577596,0.0,0.0
35,2013.0,0.0,79000.0,22713.0,82.0,96.4,0.0,24.05,9 years,general manager,684.0,8000.0,C,MORTGAGE,1.0,13.98,213.0,20.0,20.0,1.0,65.0,1.0,5.0,11.0,12.0,8.0,2.0,0.0,debt_consolidation,11886.0,64.6,C1,0.0,0.0,640.0,6.5736835393414985,0.0,0.0
36,2013.0,0.0,90000.0,3114.0,3012.0,81.9,0.0,9.56,7 years,other,664.0,5500.0,E,RENT,4.0,22.9,123.0,3.0,3.0,0.0,3.0,5.0,6.0,33.0,10.0,27.0,0.0,0.0,debt_consolidation,13891.0,73.9,E4,0.0,0.0,751.0,24.29804929448305,1.0,1.0
37,2013.0,1.0,79000.0,2578.0,1643.0,89.0,1.0,12.99,10+ years,other,674.0,34475.0,E,RENT,1.0,22.4,183.0,20.0,20.0,0.0,41.0,6.0,6.0,12.0,11.0,11.0,1.0,0.0,debt_consolidation,13740.0,71.4,E3,0.0,0.0,61.0,22.31261153565545,1.0,1.0
38,2013.0,1.0,92000.0,24686.0,2133.0,81.3,0.0,21.91,4 years,other,694.0,16000.0,C,MORTGAGE,0.0,14.47,293.0,8.0,8.0,5.0,8.0,4.0,13.0,20.0,18.0,17.0,1.0,1.0,debt_consolidation,9267.0,81.3,C2,0.0,0.0,160.0,1.0078347758707136,0.0,0.0
39,2013.0,1.0,93500.0,6407.0,6714.0,74.5,0.0,26.63,3 years,vice president,669.0,35000.0,F,OWN,0.0,23.7,68.0,9.0,8.0,0.0,9.0,5.0,8.0,12.0,10.0,10.0,0.0,0.0,debt_consolidation,19586.0,60.6,F1,0.0,0.0,370.0,12.774184361954626,1.0,1.0
40,2013.0,0.0,34000.0,2862.0,2167.0,34.3,0.0,21.14,< 1 year,other,664.0,6000.0,B,RENT,2.0,11.99,88.0,2.0,2.0,0.0,11.0,2.0,6.0,3.0,10.0,8.0,0.0,0.0,debt_consolidation,5401.0,36.5,B3,0.0,0.0,980.0,4.936741758216831,0.0,0.0
41,2013.0,0.0,56000.0,2979.0,2539.0,74.1,0.0,21.45,10+ years,other,684.0,9000.0,C,MORTGAGE,2.0,14.98,229.0,4.0,4.0,4.0,5.0,6.0,13.0,10.0,46.0,30.0,1.0,0.0,debt_consolidation,11317.0,30.4,C3,0.0,0.0,482.0,66.93176151255491,0.0,0.0
42,2013.0,0.0,33000.0,820.0,2003.0,84.9,0.0,25.89,10+ years,supervisor,669.0,10600.0,C,OWN,2.0,14.47,177.0,13.0,13.0,0.0,13.0,11.0,18.0,2.0,26.0,19.0,1.0,0.0,credit_card,15571.0,61.8,C2,0.0,0.0,820.0,1.619054524361949,0.0,0.0
43,2013.0,0.0,86000.0,5545.0,753.0,97.3,0.0,16.65,< 1 year,other,694.0,19125.0,C,RENT,0.0,14.98,169.0,36.0,12.0,0.0,36.0,6.0,7.0,4.0,8.0,9.0,0.0,0.0,credit_card,26947.0,97.3,C3,0.0,0.0,900.0,12.417924197666853,0.0,0.0
44,2013.0,0.0,48000.0,7509.0,818.0,85.9,0.0,26.8,1 year,other,669.0,12800.0,D,RENT,4.0,19.22,37.0,6.0,2.0,0.0,6.0,2.0,2.0,4.0,5.0,7.0,0.0,0.0,debt_consolidation,5183.0,73.0,D4,0.0,0.0,631.0,33.119848383912334,1.0,1.0
45,2013.0,1.0,67000.0,2918.0,420.0,94.5,0.0,12.59,10+ years,other,674.0,28100.0,E,OWN,0.0,20.5,250.0,13.0,13.0,0.0,13.0,4.0,10.0,4.0,21.0,10.0,0.0,0.0,debt_consolidation,23342.0,93.0,E1,0.0,0.0,270.0,6.394792981548836,1.0,1.0
46,2013.0,1.0,81000.0,24723.0,19405.0,66.3,2.0,26.22,7 years,other,674.0,19200.0,C,MORTGAGE,2.0,15.61,239.0,7.0,7.0,4.0,7.0,6.0,10.0,10.0,20.0,14.0,0.0,0.0,credit_card,41604.0,63.6,C4,0.0,0.0,863.0,0.6878589845601312,0.0,0.0
47,2013.0,1.0,178000.0,15196.0,611.0,95.2,0.0,12.28,6 years,manager,679.0,26400.0,C,MORTGAGE,0.0,15.61,121.0,20.0,8.0,1.0,31.0,6.0,8.0,19.0,11.0,15.0,0.0,0.0,credit_card,14092.0,92.1,C4,0.0,0.0,871.0,2.9229458050620702,0.0,0.0
48,2013.0,1.0,54000.0,13020.0,20922.0,37.9,0.0,30.02,< 1 year,other,679.0,23675.0,D,OWN,1.0,19.97,150.0,2.0,1.0,6.0,2.0,6.0,12.0,7.0,20.0,19.0,0.0,0.0,credit_card,22621.0,37.6,D5,1.0,0.0,762.0,6.204373443411427,1.0,1.0
49,2013.0,0.0,74628.0,13062.0,62590.0,13.5,0.0,25.92,10+ years,other,779.0,14000.0,A,MORTGAGE,4.0,8.9,293.0,50.0,4.0,7.0,50.0,2.0,17.0,18.0,27.0,20.0,0.0,0.0,debt_consolidation,10261.0,13.9,A5,0.0,0.0,755.0,22.61227492194164,0.0,0.0
50,2013.0,0.0,85000.0,3255.0,736.0,92.5,0.0,16.33,2 years,other,664.0,30000.0,D,RENT,0.0,17.57,76.0,11.0,11.0,0.0,22.0,3.0,7.0,1.0,16.0,13.0,0.0,0.0,credit_card,28326.0,73.6,D2,0.0,0.0,981.0,8.090195223786989,0.0,0.0
51,2013.0,1.0,124000.0,10098.0,4660.0,83.4,0.0,8.58,10+ years,administrator,669.0,28000.0,E,RENT,2.0,23.4,194.0,2.0,2.0,0.0,3.0,10.0,25.0,6.0,34.0,19.0,3.0,0.0,debt_consolidation,27597.0,69.9,E5,1.0,3.0,112.0,31.308408857442124,1.0,1.0
52,2013.0,0.0,60000.0,14349.0,8510.0,59.1,0.0,17.3,10+ years,manager,704.0,12000.0,B,MORTGAGE,2.0,13.53,178.0,1.0,1.0,2.0,1.0,7.0,19.0,3.0,24.0,14.0,0.0,0.0,debt_consolidation,14765.0,54.1,B5,0.0,0.0,16.0,12.714021526825416,0.0,0.0
53,2013.0,1.0,72000.0,5428.0,16742.0,31.7,1.0,17.03,3 years,project manager,684.0,20000.0,C,MORTGAGE,4.0,16.24,120.0,9.0,1.0,0.0,15.0,4.0,6.0,13.0,12.0,14.0,0.0,0.0,credit_card,13772.0,41.6,C5,0.0,0.0,799.0,3.3637015691653347,1.0,1.0
54,2013.0,0.0,59400.0,3553.0,430.0,93.4,0.0,33.22,1 year,other,674.0,15850.0,C,RENT,3.0,16.24,224.0,1.0,1.0,10.0,90.0,3.0,6.0,7.0,18.0,17.0,1.0,0.0,debt_consolidation,11161.0,60.7,C5,0.0,0.0,782.0,7.388591761586696,0.0,0.0
55,2013.0,0.0,60000.0,14652.0,785.0,79.3,1.0,19.62,10+ years,other,714.0,12000.0,B,MORTGAGE,2.0,12.85,210.0,13.0,2.0,2.0,13.0,2.0,18.0,10.0,26.0,13.0,0.0,0.0,credit_card,4744.0,40.2,B4,0.0,0.0,130.0,2.4959904555836667,0.0,0.0
56,2013.0,1.0,105000.0,74119.0,6196.0,53.1,0.0,7.44,6 years,manager,744.0,25000.0,B,MORTGAGE,0.0,12.85,172.0,60.0,7.0,3.0,60.0,2.0,8.0,5.0,12.0,10.0,0.0,0.0,home_improvement,13877.0,61.1,B4,0.0,0.0,201.0,8.916836803032824,0.0,0.0
57,2013.0,0.0,80456.0,2647.0,6066.0,50.3,0.0,17.03,9 years,other,669.0,16000.0,D,RENT,2.0,16.99,114.0,0.0,0.0,0.0,7.0,7.0,15.0,9.0,27.0,18.0,0.0,0.0,debt_consolidation,26516.0,63.3,D1,0.0,0.0,212.0,45.98893168725937,0.0,0.0
58,2013.0,0.0,81500.0,11076.0,9394.0,59.7,0.0,25.2,9 years,other,739.0,23000.0,A,RENT,0.0,7.9,194.0,14.0,8.0,0.0,14.0,3.0,7.0,8.0,9.0,8.0,1.0,1.0,credit_card,13906.0,51.9,A4,0.0,0.0,336.0,19.32284084628639,0.0,0.0
59,2013.0,0.0,115000.0,13431.0,9071.0,50.4,0.0,9.41,6 years,other,679.0,30000.0,C,MORTGAGE,1.0,13.98,194.0,2.0,2.0,1.0,2.0,4.0,10.0,7.0,17.0,12.0,0.0,0.0,credit_card,17756.0,61.0,C1,0.0,0.0,558.0,1.9994008644669832,0.0,0.0
60,2013.0,1.0,130000.0,6449.0,1218.0,91.9,0.0,19.31,8 years,other,679.0,24000.0,E,RENT,1.0,20.5,154.0,6.0,6.0,0.0,7.0,8.0,11.0,17.0,26.0,29.0,0.0,0.0,debt_consolidation,35735.0,91.4,E1,0.0,0.0,31.0,4.657993579662867,1.0,1.0
61,2013.0,0.0,80000.0,33008.0,3374.0,77.9,0.0,4.74,10+ years,nurse,694.0,20000.0,A,MORTGAGE,0.0,8.9,97.0,9.0,9.0,7.0,9.0,4.0,6.0,5.0,6.0,5.0,1.0,1.0,credit_card,11926.0,77.9,A5,0.0,0.0,233.0,28.63978276022305,0.0,0.0
62,2013.0,0.0,28160.5,9046.0,59.0,96.1,0.0,18.07,10+ years,other,704.0,6625.0,C,RENT,0.0,14.98,214.0,3.0,3.0,2.0,3.0,1.0,2.0,3.0,6.0,7.0,0.0,0.0,debt_consolidation,4241.0,81.6,C3,0.0,0.0,274.0,38.851842159879446,0.0,0.0
63,2013.0,1.0,122000.0,18166.0,12390.0,98.0,0.0,29.53,3 years,other,684.0,26000.0,E,MORTGAGE,1.0,21.48,147.0,7.0,3.0,1.0,97.0,1.0,6.0,22.0,12.0,9.0,0.0,0.0,debt_consolidation,14987.0,96.0,E2,0.0,0.0,827.0,0.6671342587306507,1.0,1.0
64,2013.0,0.0,105000.0,23897.0,8783.0,78.0,0.0,18.31,7 years,other,704.0,12000.0,D,MORTGAGE,1.0,18.25,179.0,3.0,3.0,3.0,3.0,6.0,12.0,12.0,16.0,11.0,0.0,0.0,small_business,52444.0,63.0,D3,0.0,0.0,774.0,16.03421090494845,0.0,0.0
65,2013.0,0.0,27600.0,5674.0,10831.0,59.4,0.0,29.78,5 years,other,699.0,6800.0,B,MORTGAGE,0.0,12.85,361.0,12.0,12.0,1.0,12.0,8.0,13.0,3.0,22.0,15.0,0.0,0.0,debt_consolidation,16326.0,52.0,B4,0.0,0.0,890.0,11.281475146695044,0.0,0.0
66,2013.0,0.0,65000.0,8149.0,6567.0,41.0,0.0,33.46,10+ years,other,754.0,29175.0,B,RENT,0.0,11.99,115.0,37.0,7.0,6.0,37.0,4.0,5.0,4.0,10.0,8.0,0.0,0.0,debt_consolidation,8137.0,41.0,B3,0.0,0.0,920.0,2.789281234234083,0.0,0.0
67,2013.0,1.0,55000.0,2777.0,3708.0,68.8,0.0,19.69,5 years,nurse,664.0,19425.0,G,RENT,1.0,25.89,158.0,1.0,1.0,0.0,1.0,8.0,11.0,12.0,14.0,14.0,0.0,0.0,debt_consolidation,11365.0,57.4,G3,1.0,0.0,185.0,4.377178811325567,1.0,1.0
68,2013.0,1.0,55000.0,1933.0,953.0,82.7,0.0,4.51,10+ years,other,664.0,12000.0,C,RENT,0.0,15.61,134.0,7.0,7.0,0.0,18.0,2.0,10.0,3.0,17.0,6.0,0.0,0.0,debt_consolidation,11599.0,73.9,C4,1.0,0.0,953.0,3.4358589512242803,0.0,0.0
69,2013.0,0.0,88000.0,11531.0,162.0,91.0,0.0,17.07,5 years,manager,689.0,10000.0,B,RENT,0.0,13.53,148.0,39.0,8.0,0.0,45.0,1.0,2.0,11.0,7.0,5.0,1.0,1.0,moving,9504.0,60.5,B5,0.0,0.0,920.0,2.789281234234083,0.0,0.0
70,2013.0,0.0,37000.0,3553.0,2054.0,66.9,0.0,19.43,10+ years,other,679.0,2400.0,D,MORTGAGE,0.0,18.25,121.0,7.0,3.0,0.0,17.0,3.0,9.0,4.0,11.0,7.0,4.0,1.0,credit_card,4453.0,61.8,D3,0.0,3.0,306.0,21.05829920501084,0.0,0.0
71,2013.0,0.0,70366.0,13246.0,9827.0,40.8,0.0,15.83,10+ years,other,669.0,10000.0,B,MORTGAGE,1.0,12.85,207.0,10.0,4.0,6.0,13.0,4.0,20.0,6.0,32.0,13.0,1.0,1.0,credit_card,8284.0,33.8,B4,0.0,0.0,857.0,3.654165687988795,0.0,0.0
72,2013.0,1.0,97000.0,5809.0,718.0,95.3,0.0,10.34,10+ years,electrician,669.0,16000.0,D,MORTGAGE,0.0,18.25,158.0,4.0,4.0,2.0,6.0,7.0,13.0,10.0,24.0,19.0,0.0,0.0,debt_consolidation,20284.0,70.4,D3,1.0,0.0,467.0,0.6029496127736877,1.0,1.0
73,2013.0,1.0,55000.0,11736.0,1981.0,80.4,0.0,20.65,10+ years,account manager,684.0,14125.0,D,MORTGAGE,2.0,19.22,384.0,9.0,4.0,11.0,9.0,6.0,18.0,8.0,25.0,14.0,3.0,0.0,debt_consolidation,9881.0,76.6,D4,0.0,0.0,496.0,0.977193958635638,0.0,0.0
74,2013.0,1.0,60000.0,3524.0,1225.0,73.4,0.0,21.36,7 years,other,669.0,12000.0,C,RENT,1.0,15.61,26.0,9.0,9.0,0.0,9.0,3.0,4.0,5.0,4.0,6.0,0.0,0.0,debt_consolidation,3375.0,73.4,C4,1.0,0.0,333.0,30.375293706831755,1.0,1.0
75,2013.0,0.0,101000.0,14797.0,7387.0,73.8,0.0,14.03,2 years,project manager,714.0,35000.0,C,MORTGAGE,2.0,15.61,160.0,4.0,4.0,6.0,9.0,6.0,7.0,6.0,14.0,15.0,1.0,1.0,debt_consolidation,28123.0,55.4,C4,0.0,0.0,476.0,1.9408903621549616,0.0,0.0
76,2013.0,1.0,36000.0,3166.0,3561.0,66.7,0.0,25.86,8 years,other,684.0,10000.0,E,RENT,2.0,22.4,230.0,5.0,5.0,0.0,5.0,6.0,10.0,13.0,11.0,10.0,0.0,0.0,debt_consolidation,7592.0,67.8,E3,0.0,0.0,212.0,45.98893168725937,1.0,1.0
77,2013.0,0.0,65000.0,18124.0,6156.0,68.1,0.0,14.81,6 years,nurse,674.0,24000.0,B,MORTGAGE,0.0,10.99,145.0,13.0,13.0,1.0,13.0,7.0,9.0,8.0,15.0,13.0,0.0,0.0,debt_consolidation,22559.0,59.5,B2,0.0,0.0,328.0,22.999196077324516,0.0,0.0
78,2013.0,0.0,45000.0,1117.0,380.0,93.8,0.0,21.81,8 years,customer service,679.0,14125.0,D,RENT,1.0,16.99,206.0,0.0,0.0,0.0,70.0,4.0,8.0,8.0,26.0,21.0,2.0,0.0,debt_consolidation,9694.0,60.2,D1,0.0,2.0,124.0,5.5674690398327344,0.0,0.0
79,2013.0,0.0,38000.0,19975.0,19894.0,0.0,0.0,22.27,1 year,other,794.0,5275.0,A,MORTGAGE,0.0,7.62,119.0,27.0,8.0,1.0,27.0,1.0,4.0,3.0,7.0,8.0,0.0,0.0,credit_card,6.0,0.0,A3,0.0,0.0,430.0,6.385902809696621,0.0,0.0
80,2013.0,0.0,35000.0,725.0,510.0,74.5,0.0,4.9,3 years,sales,689.0,3200.0,B,MORTGAGE,0.0,13.53,326.0,8.0,8.0,1.0,10.0,1.0,10.0,2.0,31.0,9.0,0.0,0.0,other,3625.0,62.5,B5,0.0,0.0,852.0,4.242948125748929,0.0,0.0
